name,author,pub_date,press,now_price,pre_price,discount,outline,img_url,size,paper,package,suit,isbn,category,detail,catalogue,content,author_detail 
 银火箭少年科幻系列 （8册。亚洲首位“雨果奖”得主刘慈欣主编，根据《流浪地球》改编的电影大年初一上映。套装内图书获银河 史无前例的超牛作者阵容，8位国际一线科幻大咖重磅之作。星球危机、生化实验、虚拟空间、非人类生命四大经典主题，帮助孩子建立系统科幻框架。被译成100多种语言、改编成100多种影视作品全球传播（9岁以上）,刘慈欣,2018-04-02,浙江教育出版社,192.00,256.00,7.5折 ,面对日新月异的科技进步，身为父母我们经常扪心自问：该如何帮助孩子驾驭新技术，成为新时代的领跑者？家长对孩子的科学故事投资，能帮助孩子在未来的科学世界中发挥优势。这些故事也能让孩子离开手机屏幕，在科技的世界中感受好奇和热情！ 另外，中国传统文化不重科学和实验，中国男孩成长的柔性倾向，更是让我们想出一套 刚性十足 的少年小说。科幻界 诺贝尔奖 雨果奖的开花结果，把科幻小说推到更多人的面前。 银火箭 是我们从几百册国内外好书中精心挑选出来的佳作，是一套涵括中外科幻、幻想、科学方向的大系列图书，希望在这个工业4.0时代，这套书能启发孩子们的创造性天才。 亚洲首位 雨果奖 获得者刘慈欣主编并强力推荐。 从几百册科幻小说中精心挑选，收录8部国内外一线科幻大咖经典代表作。 内容涉及4种zui典型的科幻,http://img3m2.ddimg.cn/46/31/25259302-1_b_11.jpg,开 本：32开,纸 张：轻型纸,包 装：平装-胶订,是否套装：是,国际标准书号ISBN：25259302,"图书,童书,外国儿童文学,幻想小说,图书,童书,11-14岁,文学",,,,
 这就是二十四节气（中国二十四节气彩绘版，文津图书奖获奖绘本，共4册） 3-6幼升小亲子共读少儿科普百科读物 7-10独立阅读大自然主题儿童绘本 由中国科学院地理资源所研究策划编撰 为儿童讲述中国传统节日二十四节气的原创科普图画读物 祝贺中国二十四节气申遗成功,高春香,2015-09-01,海豚出版社,60.00,100.00,6折 ,当你在春分日仰望北斗七星、夏至日看到影长的变化，是否也和古人一样听懂了它们的诉说？无论是在城里还是在农村生活，我们都是自然的孩子，二十四节气，就是大自然母亲说给我们的语言！ 《这就是二十四节气》，用适合孩子阅读的图画书形式，把中国传统智慧和现代生活方式结合起来，揭示了自然界的魅力和农业的趣味。书中用精美的图画呈现出城市里孩子不常见到的农村生活劳动场景，唤起孩子心中至真至美的感受，同时启发孩子们知晓，无论生活如何变化，我们应该关注农业农村，关注纯粹的自然，关注我们衣食的初来源。 书中涉及知识面广，编排清晰简明，选材紧贴儿童心理和求知特点，有助于拓展和激发孩子的博物兴趣，也能回答日常生活中孩子提出的许多疑问，十分适合家长、老师与孩子们共读，对于传统文化启蒙和自然科学教育都是,http://img3m5.ddimg.cn/20/15/23808035-1_b_2.jpg,开 本：16开,纸 张：纯质纸,包 装：精装,是否套装：否,国际标准书号ISBN：9787511026118,"图书,童书,绘本/图画书,精装图画书,中国原创,图书,童书,科普/百科,科普",,,,
 皮囊（畅销300万册的国民读本，刘德华、李敬泽作序。繁体版面世即进入台湾诚品、博客来畅销榜单） 白岩松、刘同、蒋方舟、阿来、阎连科、张晓龙倾情推荐，献给内心漂泊无依的你，关于亲人、关于故乡，真挚暖心——请勿在公众场合阅读，比如地铁，以免流泪遭围观。 果麦出品,蔡崇达,2014-12-01,天津人民出版社,39.80,39.80,,《皮囊》，感动百万读者的国民读本 由韩寒特别监制、刘德华、李敬泽作序 白岩松、刘同、蒋方舟、阿来、阎连科、张晓龙倾情推荐 推荐您购买果麦其他畅销书：,http://img3m8.ddimg.cn/53/15/23604128-1_b_13.jpg,开 本：32开,纸 张：胶版纸,包 装：精装,是否套装：否,国际标准书号ISBN：9787201088945,"图书,文学,中国现当代随笔",,,,
 薛兆丰经济学讲义 新老版本封面随机发货。奇葩说导师马东、蔡康永、高晓松等力荐，马化腾、罗永浩、罗振宇、徐小平等都在上的经济学课，撕掉“经济学”吓人表象，核心概念+大师思想+日常案例，用有趣的经济学，助你看懂这个复杂世界,薛兆丰,2018-07-01,中信出版社,40.80,68.00,6折 ,（新老版本封面随机发货~） 薛兆丰老师重磅作品，来自超过27万人共同学习的经济学课堂，得到了大量市场用户的验证和认可。 撕掉 经济学 三个字的吓人表象，通俗有趣、接地气，不像市面上泛滥的 段子经济学 ，没有学术脉络和根基；也不像传统教科书，体系庞大，生涩难懂。 本书包括了经济学核心概念，用大量简单、真实、有趣的中国案例，解释、印证、推演经济学原理，介绍众多经济学大师思想，一本书培养经济学思维，构筑经济学的知识体系。 在内容结构上，囊括经济学所有核心议题，但每一个议题又都独立成篇，每一篇都是一个独立的知识入口。你既可以从头到尾通读，也可以随手翻开一篇单独的章节，把它作为一本经济学指南，随时查阅。 马化腾、罗永浩、徐小平、刘润、罗振宇等都在上的经济学,http://img3m7.ddimg.cn/42/18/25307907-1_b_5.jpg,开 本：32开,纸 张：纯质纸,包 装：线装,是否套装：否,国际标准书号ISBN：9787508689586,"图书,经济,经济学理论,其他经济学理论",,,,
 米小圈上学记三年级、四年级（套装共8册） （风靡小学校园 米小圈上学记合集 爆笑日记 好玩的插图 附作文魔法 分龄阅读 和乐观幽默的米小圈一起长大 ）,北猫,2018-04-01,四川少儿出版社,180.00,200.00,9折 ,《米小圈上学记》畅销3000万册 同名广播剧点击量超过10亿次 荣获 中华优秀出版物提名奖 每册书后附一招超有用的作文魔法，从入门到进阶，轻松搞定作文 三年级的米小圈很倒霉了，四年级的米小圈呢？ 哎 一言难尽。不过，古怪、机灵、善良、单纯的米小圈总能乐观面对困难，积极解决问题，甚至向需要帮助的人伸出援手。 三四年级进阶版，图文搭配，轻松阅读。三年级全书标示生僻字词与成语，让小读者在阅读的过程中，加深印象。四年级还收录了米小圈多格漫画，让阅读更加有趣。 乐观善良的米小圈，伴随你一同成长！,http://img3m5.ddimg.cn/89/19/25261325-1_b_3.jpg,开 本：24开,纸 张：轻型纸,包 装：平装-胶订,是否套装：是,国际标准书号ISBN：9787536587793,"图书,童书,中国儿童文学,传统文化,图书,童书,7-10岁,文学",,,,
 米小圈上学记一年级（套装共4册） （风靡小学校园 米小圈上学记合集 爆笑日记 好玩的插图 附作文魔法 分龄阅读 和乐观幽默的米小圈一起长大）,北猫,2018-04-01,四川少儿出版社,90.00,100.00,9折 ,推荐购买： 《可乐的一年级（套装共4册）》 一个不肯离开幼儿园，不愿意上小学的米小圈； 一个初进小学校园，让老师和同学们啼笑皆非的米小圈； 一个不愿意学画画，只想当一名卖冰激凌的老奶奶的米小圈； 每一个刚走进小学的孩子，身边都有一个米小圈 《米小圈上学记》 ：送给小学生的一本书 一年级注音版：好玩的成长日记 幽默的内文插图 有用的日记魔法?,http://img3m7.ddimg.cn/91/21/25261327-1_b_3.jpg,开 本：24开,纸 张：轻型纸,包 装：平装-胶订,是否套装：是,国际标准书号ISBN：9787536587694,"图书,童书,中国儿童文学,成长/校园小说,图书,童书,7-10岁,文学",,,,
 米小圈上学记四年级（套装共4册） （风靡小学校园 米小圈上学记合集 爆笑日记 好玩的插图 附作文魔法 分龄阅读 和乐观幽默的米小圈一起长大）,北猫,2018-04-01,四川少儿出版社,90.00,100.00,9折 ,米小圈遇见未来的自己； 女魔头 同桌变身 卧底 ； 神秘的猫先生搬到了米小圈家的隔壁，好奇的米小圈和神秘的猫先生会发生怎样有趣的故事？ 四年级的米小圈身上有着层出不穷的新鲜事，就像四年级的我们，认识世界、认识自己，多了一些感动，也多了一些疑惑 幽默小孩米小圈，和你分享他的新故事 《米小圈上学记》四年级：全新的故事 全新的漫画 新鲜的作文魔法 还有北猫叔叔爆料自己如何成为一名作家！不容错过！,http://img3m6.ddimg.cn/90/20/25261326-1_b_3.jpg,开 本：24开,纸 张：轻型纸,包 装：平装-胶订,是否套装：是,国际标准书号ISBN：9787536588103,"图书,童书,中国儿童文学,成长/校园小说,图书,童书,7-10岁,文学",,,,
 局外人（如果你在人群中感到格格不入，一定要读《局外人》 ！全新精装插图珍藏版！诺奖作品，此生必读，耐人回味。）【读客经 此生必读！这一次终于读懂《局外人》：留法加缪研究专家原创万字导读，韩国插画师原创彩插还原经典场景，新锐译者全新译本！精装彩插典藏版！读客熊猫君出品,加缪,2019-03-01,江苏凤凰文艺出版社,42.80,45.00,9.52折 ,◆ 如果你在人群中感到格格不入，一定要读《局外人》！ ◆诺贝尔文学奖得主 加缪的代表作！ 法国存在主义文学代表作，法国荒诞哲学代表作， 文学史上的不朽名作！ ◆在人类文学史上，《局外人》以其独特的视角展示了世界的荒诞性，成为 二十世纪整个西方文坛具有划时代意义的伟大作品 。 局外人 也由此成为整个西方文学/哲学中至为经典的人物形象和至为重要的关键词之一。 ◆ 文学史上的经典开头Top10 ：今天，妈妈死了。也可能是昨天，我不知道。 ◆团队倾力打造全新版本， 五大必入理由，只为你 这一次终于读懂《局外人》 ！ 1.法国巴黎索邦大学文学博士、加缪研究学者 原创万字导读。 2. 韩国设计师原创 荒诞感 彩插 ，生动还原《局外人》经典场景。 3. 新锐留法译者全新译本 ，展现《局外人》 冷峻 文字风格。 4. 精心收录加,http://img3m3.ddimg.cn/92/29/26516153-1_b_4.jpg,开 本：32开,纸 张：轻型纸,包 装：精装,是否套装：否,国际标准书号ISBN：9787559427434,"图书,小说,世界名著,欧洲",,,,
 我喜欢生命本来的样子(周国平经典散文作品集) 影响和改变万千年轻人对人生的思考和生活的态度！上市半年以来，销售突破10万册，4万读者诚挚推荐！2017年，周国平散文ZUI佳精选集！裸书脊精装，四色印刷，林帝浣插图，但愿你保持住一份生命的本色!,周国平,2017-02-01,作家出版社,42.30,45.00,9.4折 ,★ 周国平首部裸书脊作品集 周国平执笔36周年，迄今为止*经典、*值得收藏的周国平散文精选集。周氏散文以哲思和文采著称，寓哲理于常情中，深入浅出，平易之中多见理趣，多年来深受读者喜爱。 ★ 周国平终极人生智慧之书 生命到底有没有意义？生命*珍贵的是什么？仅有一次的人生应当如何度过?哲学家周国平告诉我们，每个个体要尊重生命本来的样子，当好自然之子。 ★ 图文并茂，四色彩印 本书为哲学家周国平先生毕生散文精华，精选了60余幅插图，全彩印刷，在完美的视觉体验中带来内心的宁静。,http://img3m0.ddimg.cn/28/30/24198400-1_b_4.jpg,开 本：32开,纸 张：胶版纸,包 装：精装,是否套装：否,国际标准书号ISBN：9787506391542,"图书,文学,文集",,,,
 浮生六记（汪涵、胡歌推荐，畅销300万册。沈复给芸娘的绝美情书）【果麦经典】 “我们要学会用美的眼光，去发现周遭的一切”著名主持人汪涵念念不忘反复在节目中向观众推荐的一本书！本版白话精心译述，民国本精校原文欣赏，更好读懂中国挚美经典！,沈复,2015-08-01,天津人民出版社,32.00,32.00,,◆本版《浮生六记》选开明书店民国本为底本，考以《雁来红丛报》本、霜枫社民国本、林语堂英译本重新点校。 ◆知乎、豆瓣逾百万粉丝， 一个 APP超人气作者张佳玮以白话文精心译述，并作长文译记为读者导读。 ◆本次出版独家收录 沈复三十年游历图 、 沈复的一生 （年表），并附 光绪三年初版序 潘麐生题记 光绪三年初版跋 ，便于读者朋友更好读懂中国挚美经典，从中获益。 ◆《浮生六记》篇幅不过四万字，却无法用 有趣 、 精致 、 伤感 将其简单概括。俞平伯一生钟爱《浮生六记》，赞其 俨如一块纯美的水晶，只见明莹，不见衬露明莹的颜色；只见精微，不见制作精微的痕迹。 林语堂则视之为知己： 读沈复的书每使我感到这安乐的奥妙，远超乎尘俗之压迫与人身之痛苦。 ◆著名主持人汪涵曾多次在节目中提起这本,http://img3m7.ddimg.cn/52/5/23751637-1_b_34.jpg,开 本：32开,纸 张：胶版纸,包 装：平装-胶订,是否套装：否,国际标准书号ISBN：9787201094014,"图书,文学,中国古代随笔",,,,
 小鸡球球触感玩具书：全5册 0-3岁幼儿纸板绘本，1种发声器+5种互动游戏+14种模切洞洞+ 28种触摸材料，和畅销百万册的小鸡球球一起玩触摸游戏，以发展触感为主，其他感官为辅，助力早期认知发展。（心喜阅童书出品）,海豚传媒,2016-11-15,长江少年儿童出版社,225.00,250.00,9折 ,★畅销百万册小鸡球球系列又添新作，9-24月龄触感发展力荐，告别单纯的单物触摸，升级触摸书的理念。 ★触摸书只是摸一摸还不够，其实可以更好玩！以触摸为主体，附加各种翻翻页、按压发声器、多种模切的洞洞 融合孩子喜欢的藏猫猫、猜猜、翻翻、找找等游戏，综合刺激孩子的手部动作、触感、听觉、视觉等感官，助力早期认知发展！ ★设置同类材质的不同密度材料，比如不同细腻程度的绒毛，让孩子去触摸和感知，锻炼宝宝的触觉敏感性。 ★坚固的硬纸板和磨圆角设计，能够让孩子随意翻、拍、打、扔，而不会损坏，各种附加的小机关和小零件，让这套书更具玩具性，可以和家长互动阅读，也可以自己体验翻书乐趣，自己去触摸，真正体验早期阅读的乐趣！,http://img3m1.ddimg.cn/8/17/24105221-1_b_25.jpg,开 本：48开,纸 张：胶版纸,包 装：精装,是否套装：是,国际标准书号ISBN：24105221,"图书,童书,婴儿读物,游戏书,图书,童书,0-2岁,益智/游戏",,,,
 乌合之众 : 大众心理研究 群体心理学奠基之作，弗洛伊德誉之为“当之无愧的名著”。中科院心理学硕士2018全译本，更完整、专业、流畅。被希特勒利用，影响罗斯福、戴高乐等政要，三次遭禁。康辉、袁立等推荐阅读,古斯塔夫·勒庞,2018-04-06,民主与建设出版社,18.70,26.00,7.2折 ,◎一本赞扬和骂名同样猛烈的书。 它提出了惊世骇俗的 暴民理论 ；它预见了20世纪的心理学和政治发展；它影响了所有不想被他影响的人，如弗洛伊德、戴高乐等；它道出了我们感到不舒服却不得不认可的真相 不想做乌合之众却常常不自觉地置身其中 ◎一个全译本。 ⑴ 不同于一些版本跳过某些较难句子、段落未译，本书完整译出所有句段。 ⑵ 保留原著中作者添加的所有注释，以及改版后作者再次添加的注释。 ◎一个更流畅的版本。 ⑴ 青年翻译家马晓佳，中科院心理学硕士，持二级心理咨询师证，尤其擅长翻译心理学著作。同时具有英语专八资质，作品受到俞敏洪、李阳的称赞。 ⑵ 本书为极简翻译文风，比经典译本少1/5的字数，纠正其中30余处硬伤、千余处语焉不详。历时一年翻译完成，反复修改20多遍，减少艰深晦涩之处,http://img3m9.ddimg.cn/25/29/25246609-1_b_1.jpg,开 本：32开,纸 张：胶版纸,包 装：平装-胶订,是否套装：否,国际标准书号ISBN：9787513919524,"图书,心理学,心理学经典著作",,,,
 我爸爸+我妈妈（全2册） ★清华附小推荐的绘本！★经典绘本 :大卫系列、大脚丫系列、奥莉薇系列、花婆婆、我爸爸我妈妈、我喜欢书、是谁嗯嗯在我头上、让路给小鸭子、不许抠鼻子、海伦凯勒、雪花人、*次自己睡觉、蝴蝶豌豆花、菲菲生气了,安东尼·布朗,2014-05-01,,44.40,71.60,6.21折 ,全天下的父母和孩子都会爱上它。 英国《妇女界》 称赞安东尼 布朗是 天才 。 英国《卫报》 《我爸爸》《我妈妈》的插图令人激赏难忘，用书本鲜见的方式颂扬了父母。 英国《独立卫报》 相关推荐：安东尼 布朗《我哥哥》 购买链接： 安东尼.布朗家庭系列作品： 《我爸爸》 《我妈妈》 《我哥哥》 《小凯的家不一样了》 《朱家故事》 《谁来我家》 《动物园》 《公园里的声音》 安东尼.布朗童趣系列作品： 《大猩猩》 《看看我有什么》 《捉小熊》 《小熊总有好办法》 《小熊的童话大冒险》 《小熊进城》 《我喜欢书》 《形状游戏》 《威利的奇遇》 《穿越魔镜》 《一起玩旋转游戏》 优秀绘本 推荐： 美国凯 迪克大奖绘本购买链接：（ 小学、幼儿园推荐绘本，激,http://img3m2.ddimg.cn/34/20/23483032-1_b_9.jpg,开 本：8开,纸 张：胶版纸,包 装：精装,是否套装：是,国际标准书号ISBN：23483032,"图书,童书,绘本/图画书,精装图画书,欧美,图书,童书,3-6岁,卡通/动漫/图画书",,,,
 陈果：好的孤独（好的孤独，是一种自我对话；学会如何与自己相处） 好的孤独，是一种自我对话。陈果关于孤独的思考，学会如何与自己好好相处。读客熊猫君出品,陈果,2017-04-19,江苏凤凰文艺出版社,30.60,36.00,8.5折 ,◆ 她的视频被各大网络平台疯转，经久不衰！ ◆ 陈果关于 孤独的 思考，学会如何与自己好好相处 ◆ 因讲座视频而红遍网络，喜马拉雅FM 音频课程收听人次超过 6000万 ◆ 2次登上新闻联播、焦点访谈，人民网、光明日报、解放日报等纷纷报道 ◆ 好的孤独，是一种自我对话 推荐您购买读客其他畅销书：,http://img3m5.ddimg.cn/35/7/24248105-1_b_8.jpg,开 本：32开,纸 张：纯质纸,包 装：平装-胶订,是否套装：否,国际标准书号ISBN：9787559401007,"图书,哲学/宗教,哲学,哲学知识读物",,,,
 见识城邦·人类简史：从动物到上帝（新版） 一本好书 腾讯视频栏目推荐 以色列新锐历史学家尤瓦尔·赫拉利代表作，第十届文津图书奖获奖作品,尤瓦尔·赫拉利,2017-01-01,中信出版社,42.90,68.00,6.31折 ,第十届文津图书奖获奖图书； 第三届 水木书榜 清华学生喜爱的十本好书 之一； 奥巴马、比尔 盖茨、扎克伯格、贾雷德 戴蒙德、罗振宇、陈嘉映等高度赞扬 一、以色列新锐历史学家尤瓦尔 赫拉利代表作。 本书作者尤瓦尔 赫拉利是牛津大学历史学博士，耶路撒冷希伯来大学的历史系教授。作为一名学者尤瓦尔精通世界史、中世纪史与军事史，不过现在他的研究主要集中在宏观历史问题上。随着关注点的扩大，他的学识也更加广博，除了历史，哲学、人类学、生态学、基因学等各种学科的理念他也能信手拈来。尤瓦尔颇具新意而又耐人寻味的研究使其成为令人瞩目的新锐历史学家、影响力惊人的历史作家。 二、一部宏大的、突破性的人类简史，讲清 我是谁，我从哪里来，又要到哪里去 三大基本问题，理清了影响人类发展的重大脉络。,http://img3m9.ddimg.cn/22/7/24186019-1_b_7.jpg,开 本：16开,纸 张：纯质纸,包 装：平装-胶订,是否套装：否,国际标准书号ISBN：9787508660752,"图书,历史,世界史,世界通史",,,,
 摆渡人（系列畅销千万册。如果命运是一条孤独的河流，谁会是你灵魂的摆渡人？《摆渡人》完结篇即将上市！） （《青春有你》王喆推荐！畅销欧美33个国家，荣获多项图书大奖。令千万读者灵魂震颤的人性救赎之作。如果我真的存在，也是因为你需要我。白马时光）,克莱儿·麦克福尔,2015-06-01,百花洲文艺出版社,34.50,36.00,9.59折 ,★《摆渡人》畅销欧美33个国家的心灵治愈小说，令千万读者灵魂震颤的人性救赎之作。一个史诗般动人的温情故事，回归人性，引人深思。 ★《摆渡人》荣获苏格兰图书大奖、布兰福博斯奖、格兰扁图书奖、考文垂灵感图书奖候补提名，入围英国文学社图书大奖，英国《卫报》等多家重量级报刊媒体震撼推荐。 ★如果命运是一条孤独的河流，谁会是你灵魂的摆渡人？ ★如果我真的存在，也是因为你需要我。 作者从少年人的角度洞悉人性的温情，通过男女主人公的所见所感，细腻道出所有人对亲情、友情和爱情终极幸福的向往。巧妙、惊人的情节交错，让这部小说别具一格，值得瞩目。 重磅推荐： 《萤火虫小巷》：《纽约时报》销售排行榜首，感动全球3000000人。人生是一段孤独旅程，但我遇见了,http://img3m7.ddimg.cn/86/32/23694647-1_b_8.jpg,开 本：32开,纸 张：轻型纸,包 装：平装-胶订,是否套装：否,国际标准书号ISBN：9787550013247,"图书,小说,社会,图书,小说,外国小说,英国",,,,
 新概念英语2 实践与进步 新概念2 经典英语学习教材，至今销售过亿册！全新的教学理念、有趣的课文内容、全面的技能训练，提供完整、经过实践检验的英语学习体系，使读者在理解、口语、阅读、写作四项基本技能中发挥潜能！,亚历山大,1997-10-01,外语教学与研究出版社,37.30,38.90,9.59折 ,《新概念英语2 实践与进步（新版）》是一套世界闻名的英语教程，《新概念英语》以其全新的教学理念，有趣的课文内容和全面的技能训练，深受广大英语学习者的欢迎和喜爱。进入中国以后，《新概念英语》历经数次重印，而为了满足不同层次、不同类型英语学习者的需求，与本教程相配套的系列辅导用书和音像产品也是林林总总，不一而足。,http://img3m8.ddimg.cn/88/11/20281228-1_b_0.jpg,开 本：16开,纸 张：胶版纸,包 装：平装-胶订,是否套装：否,国际标准书号ISBN：9787560013473,"图书,外语,英语综合教程,新概念",,,,
name,author,pub_date,press,now_price,pre_price,discount,outline,img_url,size,paper,package,suit,isbn,category,detail,catalogue,content,author_detail
 三体：全三册 刘慈欣代表作，亚洲首部“雨果奖”获奖作品！ ,刘慈欣,2010-11-01,重庆出版社,55.80,93.00,6折 ,相关推荐：三体中的物理学 《三体》的幻想源于经典物理中的三体问题，即三个体积质量相当的天体，在远离其它星系以致其它星系的引力影响可忽略不计的情况下，三个天体在互相引力的作用下互相围绕运行，其运行轨迹将产生不可预测的混沌。很多年来，数学家们一直希望能建立三体乃至多体问题的数学模型，可遗憾的是，得到的结果仅仅是三体问题在非限制条件下的不可解。刘慈欣正是基于这样的科学事实，用大胆的想象和严谨的推断，在三体星系的行星中构建了一个外星文明形态，并描绘了该文明在如同不可捉摸的命运一般的 恒纪元 与 乱纪元 [ 注 1] 的轮替中，数百次的毁灭和重生。三体的故事有着广袤的时间与空间纬度，其以明暗两条线索发展，一条描述了科学家叶文洁在目睹了文革的疯狂与愚昧之后，痛苦的思索着后工业时代对人本,,开 本：32开,纸 张：胶版纸,包 装：平装-胶订,是否套装：否,国际标准书号ISBN：23579654,"图书,小说,科幻,图书,小说,中国当代小说",,,,
 平凡的世界：全三册（朱一龙推荐，八年级下册自主阅读推荐） 新晋男神朱一龙推荐阅读。茅盾文学奖皇冠上的明珠，激励亿万读者的不朽经典。深受老师和学生喜爱的新课标必读书,路遥,2017-06-01,北京十月文艺出版社,74.50,108.00,6.9折 ,茅盾文学奖皇冠上的明珠 激励亿万读者的不朽经典 深受老师和学生喜爱的新课标必读书 路遥获得了这个世界里数以亿计的普通人的尊敬和崇拜，他沟通了这个世界的人们和地球人类的情感。 陈忠实 他是一个优秀的作家，他是一个出色的政治家，他是一个气势磅礴的人。但他是夸父，倒在干渴的路上。他的文学就像火一样燃出炙人的灿烂的光焰。 贾平凹 对我影响*的人是路遥。是路遥的作品改变了我，让我意识到不放弃总有机会，否则我现在还在蹬三轮车呢。 马 云 作家路遥用毕生心血写就的《平凡的世界》，展示了一幅宏大的普通人在时代大变革中所走过的既平凡又壮美的人生画卷。人生的奋斗，理想的追求，在不同的时代都是相似的。,http://img3m2.ddimg.cn/41/25/25090502-1_b_5.jpg,开 本：32开,纸 张：胶版纸,包 装：平装-胶订,是否套装：是,国际标准书号ISBN：9787530216781,"图书,小说,社会,图书,小说,中国当代小说",,,,
 神奇校车·桥梁书版（全20册） （新老版本交替发货）美国Scholastic学子出版社金牌畅销系列，继续打造神奇校车的科学冒险之旅！全新内容，全新体验，小神校迷不可错过的独立阅读读本！（蒲公英童书馆出品）,乔安娜柯尔,2014-04-01,贵州人民出版社,147.00,150.00,9.8折 ,神奇校车迷们，快来一起加入卷毛老师和同学们的新冒险吧！在《神奇校车桥梁书版》中，你将跟随他们进入太空、气象、海洋、生物、身体等各种神奇的领域，踏上全新的科学旅程！ 延续《神奇校车》的幽默故事，为小 神校迷 们提供全新的科学知识以及有趣的社会研究课题，全套20本，一次过足 校车瘾！ 编辑过程中，对书中的知识点全部重新查阅核对，保证知识的清晰和准确性，同时注重人物对白的趣味性， 让小朋友在快乐阅读中获取知识。 《神奇校车桥梁书版》的文图设计符合4-8岁自主阅读期孩子的需求，可以让孩子独立完成阅读。小读者将在自主阅读中获取新的科学知识，大大提升他们阅读和学习的兴趣。,http://img3m0.ddimg.cn/61/3/23444350-1_b_4.jpg,开 本：16开,纸 张：胶版纸,包 装：平装-胶订,是否套装：否,国际标准书号ISBN：9787221116604,"图书,童书,科普/百科,科普,图书,童书,7-10岁,科普/百科",,,,
 信谊世界精选图画书·猜猜我有多爱你 亲子共读书单上不可缺少的一本绘本，开启中国孩子的图画书阅读时代（猜猜我有多爱你：央视【朗读者】节目第9期 奥运冠军邹市明、冉莹颖 一家四口甜蜜朗读）,山姆·麦克布雷尼,2018-01-01,明天出版社,38.80,38.80,,,http://img3m0.ddimg.cn/72/6/25218540-1_b_3.jpg,开 本：16开,纸 张：胶版纸,包 装：平装-胶订,是否套装：否,国际标准书号ISBN：9787533274269,"图书,童书,绘本/图画书,精装图画书,欧美,图书,童书,3-6岁,卡通/动漫/图画书",,,,
 月亮与六便士（新版未删节！2018当当名著桂冠！2017豆瓣阅读桂冠！上海国际学校指定必读译本！）作家榜经典文库 靠口碑狂卖200万册畅销纪录！当当626297名读者5星热评奇迹！2017豆瓣阅读桂冠，2018当当经典名著桂冠！上海国际学校指定必读译本！认准作家榜经典，拒绝跟风！大星文化出品,毛姆,2017-01-10,浙江文艺出版社,33.80,39.80,8.5折 ,◆ 2017豆瓣阅读Top100，作家榜版徐淳刚译《月亮与六便士》荣获第1名，刘慈欣《三体》第2名，余华《活着》第3名。 ◆ 《月亮与六便士》：毛姆经典代表作，村上春树读了两遍，强烈推荐！讲透梦想与现实的现象级畅销书！ ◆ 出版90多年来，本书以62种文字风靡美国、英国、德国、意大利、法国、加拿大等110个国家，总销量突破6000万册！ ◆ 2017全新未删减中译本，由水沫诗歌奖、波比文化小说奖得主徐淳刚，译自英国Vintage Books出版社1999定版，特有7000字精彩导读，为您解析毛姆传奇人生。此版本靠口碑一年狂卖100万册！开创当当24万名读者全5星好评推荐奇迹！ 一本好书 赵立新演绎推荐。 ◆ 流畅、好读、精准的诗意译文，美轮美奂的全彩插图，完美呈现出毛姆刻薄犀利却又情意,http://img3m1.ddimg.cn/66/15/24175371-1_b_92.jpg,开 本：32开,纸 张：胶版纸,包 装：平装-胶订,是否套装：否,国际标准书号ISBN：9787533936020,"图书,小说,世界名著,欧洲",,,,
 窗边的小豆豆(2018版) 新版隆重上市，影响20世纪的儿童文学杰作，中文简体版已突破1100万册，再也没有比她更了解孩子的了,黑柳彻子,2018-05-01,南海出版公司,29.60,39.50,7.5折 ,影响20世纪的儿童文学杰作，入选九年制义务教育小学语文课本 中文简体版已突破1100万册，连续10年名列开卷全国畅销书排行榜，2017年位居少儿类榜单首位 孙云晓、曹文轩、梅子涵、伍美珍、张弘等教育专家联袂推荐 新华社、《人民日报》、《中国教育报》、中央电视台深度报道；《新京报》、当当网、新浪网年度图书 联合国儿童基金会主席JamesP.Grant说：再也没有比她更了解孩子的了。 新版隆重上市，更温柔纯真，美观大方，适合亲子共读,http://img3m6.ddimg.cn/66/10/25272786-1_b_3.jpg,开 本：32开,纸 张：纯质纸,包 装：平装-胶订,是否套装：否,国际标准书号ISBN：9787544288590,"图书,童书,外国儿童文学,成长/校园小说,图书,童书,7-10岁,文学",,,,
 米小圈脑筋急转弯（套装共4册） （出其不意 捧腹大笑 领略语言的奇妙乐趣 拓展逻辑思维 漫画角色来自风靡小学校园的《米小圈上学记》）,北猫,2016-01-01,四川少儿出版社,57.60,64.00,9折 ,继《米小圈上学记》畅销280万册后， 米小圈 家族又添新成员――调皮可爱的米小圈 有故事的《脑筋急转弯》 智力大闯关 因为全开纸有很多尺寸，有大度的、正度的、特规的。脑筋急转弯图多字少，考虑便携本，小朋友比较方便携带。上学记是字很多，必须尺寸大一点，字才能大，方便阅读，所以米小圈脑筋急转弯和上学记，漫画成语的大小不一样 。,http://img3m8.ddimg.cn/38/0/23878838-1_b_5.jpg,开 本：24开,纸 张：轻型纸,包 装：平装-胶订,是否套装：是,国际标准书号ISBN：23878838,"图书,童书,益智游戏,脑筋急转弯,图书,童书,3-6岁,益智游戏",,,,
